name,score1,score2,moves1,moves2,time1,time2
Gain - Avg | HORIZONTAL - VERTICAL,915,950,178,177,1,0
Gain - Avg | VERTICAL - HORIZONTAL,953,982,190,189,1,0
Avg - Max | HORIZONTAL - VERTICAL,999,985,192,191,1,0
Avg - Max | VERTICAL - HORIZONTAL,1000,987,193,192,1,1
Max - Avg | HORIZONTAL - VERTICAL,977,986,186,185,0,1
Max - Avg | VERTICAL - HORIZONTAL,1005,1001,200,199,0,0
Max - Gain | HORIZONTAL - VERTICAL,1026,1028,196,195,1,1
Max - Gain | VERTICAL - HORIZONTAL,1040,1025,200,199,0,2
Gain - Max | HORIZONTAL - VERTICAL,985,983,183,182,1,0
Gain - Max | VERTICAL - HORIZONTAL,942,932,168,167,1,1
Avg - Gain | HORIZONTAL - VERTICAL,1004,970,185,184,0,1
Avg - Gain | VERTICAL - HORIZONTAL,1050,1015,200,199,1,1
Gain - Avg | HORIZONTAL - VERTICAL,955,977,178,177,1,0
Gain - Avg | VERTICAL - HORIZONTAL,1017,1048,200,199,1,0
Avg - Max | HORIZONTAL - VERTICAL,1001,990,180,179,0,0
Avg - Max | VERTICAL - HORIZONTAL,1040,1025,200,199,0,0
Max - Avg | HORIZONTAL - VERTICAL,1024,1041,200,199,1,0
Max - Avg | VERTICAL - HORIZONTAL,1024,1025,196,195,0,1
Max - Gain | HORIZONTAL - VERTICAL,1001,991,200,199,0,1
Max - Gain | VERTICAL - HORIZONTAL,1006,986,200,199,0,1
Gain - Max | HORIZONTAL - VERTICAL,853,844,157,156,0,0
Gain - Max | VERTICAL - HORIZONTAL,994,998,200,199,0,2
Avg - Gain | HORIZONTAL - VERTICAL,973,940,184,183,1,1
Avg - Gain | VERTICAL - HORIZONTAL,998,971,196,195,0,1
Gain - Avg | HORIZONTAL - VERTICAL,754,763,132,131,1,1
Gain - Avg | VERTICAL - HORIZONTAL,993,999,200,199,0,3
Avg - Max | HORIZONTAL - VERTICAL,994,982,196,195,0,0
Avg - Max | VERTICAL - HORIZONTAL,973,944,178,177,1,0
Max - Avg | HORIZONTAL - VERTICAL,967,982,188,187,0,2
Max - Avg | VERTICAL - HORIZONTAL,991,1001,200,199,0,1
Max - Gain | HORIZONTAL - VERTICAL,941,944,173,172,1,1
Max - Gain | VERTICAL - HORIZONTAL,997,975,189,188,0,0
Gain - Max | HORIZONTAL - VERTICAL,973,997,189,188,2,0
Gain - Max | VERTICAL - HORIZONTAL,683,668,107,106,1,0
Avg - Gain | HORIZONTAL - VERTICAL,1021,979,194,193,1,0
Avg - Gain | VERTICAL - HORIZONTAL,959,920,180,179,0,0
Gain - Avg | HORIZONTAL - VERTICAL,944,970,184,183,2,0
Gain - Avg | VERTICAL - HORIZONTAL,794,811,141,140,1,0
Avg - Max | HORIZONTAL - VERTICAL,874,856,139,138,1,0
Avg - Max | VERTICAL - HORIZONTAL,973,955,175,174,0,0
Max - Avg | HORIZONTAL - VERTICAL,1014,1013,200,199,0,1
Max - Avg | VERTICAL - HORIZONTAL,991,997,189,188,0,0
Max - Gain | HORIZONTAL - VERTICAL,1047,1020,198,197,0,1
Max - Gain | VERTICAL - HORIZONTAL,1046,1013,196,195,0,1
Gain - Max | HORIZONTAL - VERTICAL,881,887,154,153,1,1
Gain - Max | VERTICAL - HORIZONTAL,1032,1044,200,199,0,0
Avg - Gain | HORIZONTAL - VERTICAL,1036,986,193,192,1,1
Avg - Gain | VERTICAL - HORIZONTAL,955,926,178,177,2,0
Gain - Avg | HORIZONTAL - VERTICAL,840,847,152,151,1,0
Gain - Avg | VERTICAL - HORIZONTAL,936,962,178,177,1,0
Avg - Max | HORIZONTAL - VERTICAL,1011,1006,186,185,1,0
Avg - Max | VERTICAL - HORIZONTAL,1025,1015,189,188,0,1
Max - Avg | HORIZONTAL - VERTICAL,1035,1041,200,199,0,0
Max - Avg | VERTICAL - HORIZONTAL,1036,1040,200,199,0,1
Max - Gain | HORIZONTAL - VERTICAL,965,948,190,189,1,0
Max - Gain | VERTICAL - HORIZONTAL,993,969,200,199,0,2
Gain - Max | HORIZONTAL - VERTICAL,751,724,124,123,1,0
Gain - Max | VERTICAL - HORIZONTAL,905,902,177,176,0,0
Avg - Gain | HORIZONTAL - VERTICAL,973,924,188,187,0,2
Avg - Gain | VERTICAL - HORIZONTAL,979,939,193,192,0,3
Gain - Avg | HORIZONTAL - VERTICAL,674,678,109,108,0,0
Gain - Avg | VERTICAL - HORIZONTAL,506,499,73,72,0,0
Avg - Max | HORIZONTAL - VERTICAL,919,889,160,159,0,0
Avg - Max | VERTICAL - HORIZONTAL,904,906,161,160,1,0
Max - Avg | HORIZONTAL - VERTICAL,932,919,170,169,1,0
Max - Avg | VERTICAL - HORIZONTAL,977,985,200,199,0,2
Max - Gain | HORIZONTAL - VERTICAL,1026,1009,200,199,1,1
Max - Gain | VERTICAL - HORIZONTAL,980,958,181,180,0,1
Gain - Max | HORIZONTAL - VERTICAL,992,990,188,187,1,0
Gain - Max | VERTICAL - HORIZONTAL,792,779,141,140,2,0
Avg - Gain | HORIZONTAL - VERTICAL,1034,993,198,197,1,1
Avg - Gain | VERTICAL - HORIZONTAL,1039,996,200,199,0,2
Gain - Avg | HORIZONTAL - VERTICAL,974,1014,196,195,2,0
Gain - Avg | VERTICAL - HORIZONTAL,770,770,133,132,1,1
Avg - Max | HORIZONTAL - VERTICAL,1013,1000,193,192,0,0
Avg - Max | VERTICAL - HORIZONTAL,1019,991,192,191,0,1
Max - Avg | HORIZONTAL - VERTICAL,1015,1020,200,199,1,0
Max - Avg | VERTICAL - HORIZONTAL,1004,1007,192,191,0,1
Max - Gain | HORIZONTAL - VERTICAL,908,904,176,175,0,1
Max - Gain | VERTICAL - HORIZONTAL,935,932,184,183,0,2
Gain - Max | HORIZONTAL - VERTICAL,767,745,137,136,2,0
Gain - Max | VERTICAL - HORIZONTAL,711,701,123,122,2,0
Avg - Gain | HORIZONTAL - VERTICAL,922,889,179,178,3,1
Avg - Gain | VERTICAL - HORIZONTAL,944,903,188,187,0,1
Gain - Avg | HORIZONTAL - VERTICAL,591,575,91,90,0,0
Gain - Avg | VERTICAL - HORIZONTAL,665,664,111,110,0,1
Avg - Max | HORIZONTAL - VERTICAL,931,906,172,171,0,0
Avg - Max | VERTICAL - HORIZONTAL,916,906,170,169,1,0
Max - Avg | HORIZONTAL - VERTICAL,905,899,165,164,0,0
Max - Avg | VERTICAL - HORIZONTAL,909,925,172,171,0,0
Max - Gain | HORIZONTAL - VERTICAL,992,972,200,199,1,2
Max - Gain | VERTICAL - HORIZONTAL,990,957,196,195,0,1
Gain - Max | HORIZONTAL - VERTICAL,890,861,166,165,1,0
Gain - Max | VERTICAL - HORIZONTAL,972,976,195,194,0,2
Avg - Gain | HORIZONTAL - VERTICAL,932,888,178,177,1,0
Avg - Gain | VERTICAL - HORIZONTAL,998,955,198,197,0,3
Gain - Avg | HORIZONTAL - VERTICAL,875,897,169,168,0,1
Gain - Avg | VERTICAL - HORIZONTAL,977,987,200,199,2,0
Avg - Max | HORIZONTAL - VERTICAL,981,964,194,193,0,0
Avg - Max | VERTICAL - HORIZONTAL,946,926,174,173,1,1
Max - Avg | HORIZONTAL - VERTICAL,972,992,200,199,1,0
Max - Avg | VERTICAL - HORIZONTAL,919,933,170,169,0,0
Max - Gain | HORIZONTAL - VERTICAL,1001,987,198,197,0,1
Max - Gain | VERTICAL - HORIZONTAL,1005,977,196,195,0,1
Gain - Max | HORIZONTAL - VERTICAL,805,789,143,142,1,0
Gain - Max | VERTICAL - HORIZONTAL,767,759,132,131,1,1
Avg - Gain | HORIZONTAL - VERTICAL,998,950,193,192,0,1
Avg - Gain | VERTICAL - HORIZONTAL,1001,952,195,194,0,1
Gain - Avg | HORIZONTAL - VERTICAL,760,773,139,138,0,0
Gain - Avg | VERTICAL - HORIZONTAL,760,771,136,135,1,0
Avg - Max | HORIZONTAL - VERTICAL,1003,993,200,199,1,0
Avg - Max | VERTICAL - HORIZONTAL,1009,987,200,199,0,1
Max - Avg | HORIZONTAL - VERTICAL,990,998,198,197,1,0
Max - Avg | VERTICAL - HORIZONTAL,972,967,186,185,0,0
Max - Gain | HORIZONTAL - VERTICAL,980,958,200,199,0,2
Max - Gain | VERTICAL - HORIZONTAL,969,969,200,199,0,1
Gain - Max | HORIZONTAL - VERTICAL,839,845,155,154,2,0
Gain - Max | VERTICAL - HORIZONTAL,965,973,200,199,0,2
Avg - Gain | HORIZONTAL - VERTICAL,959,917,190,189,2,1
Avg - Gain | VERTICAL - HORIZONTAL,986,952,200,199,0,2
Gain - Avg | HORIZONTAL - VERTICAL,933,988,196,195,0,1
Gain - Avg | VERTICAL - HORIZONTAL,936,973,196,195,0,1
Avg - Max | HORIZONTAL - VERTICAL,966,946,191,190,1,0
Avg - Max | VERTICAL - HORIZONTAL,972,966,200,199,0,1
Max - Avg | HORIZONTAL - VERTICAL,969,969,200,199,1,0
Max - Avg | VERTICAL - HORIZONTAL,938,954,186,185,0,0
Max - Gain | HORIZONTAL - VERTICAL,1035,1027,197,196,1,1
Max - Gain | VERTICAL - HORIZONTAL,1041,1029,200,199,0,1
Gain - Max | HORIZONTAL - VERTICAL,769,754,121,120,0,0
Gain - Max | VERTICAL - HORIZONTAL,1021,1038,197,196,1,1
Avg - Gain | HORIZONTAL - VERTICAL,985,964,182,181,1,1
Avg - Gain | VERTICAL - HORIZONTAL,1012,987,189,188,0,0
Gain - Avg | HORIZONTAL - VERTICAL,957,980,179,178,1,0
Gain - Avg | VERTICAL - HORIZONTAL,1014,1056,200,199,0,0
Avg - Max | HORIZONTAL - VERTICAL,1011,990,179,178,0,0
Avg - Max | VERTICAL - HORIZONTAL,1040,1022,197,196,0,1
Max - Avg | HORIZONTAL - VERTICAL,1029,1041,200,199,2,0
Max - Avg | VERTICAL - HORIZONTAL,1025,1038,197,196,0,1
Max - Gain | HORIZONTAL - VERTICAL,1029,1012,200,199,0,1
Max - Gain | VERTICAL - HORIZONTAL,989,972,187,186,0,1
Gain - Max | HORIZONTAL - VERTICAL,825,814,145,144,1,0
Gain - Max | VERTICAL - HORIZONTAL,850,831,141,140,1,0
Avg - Gain | HORIZONTAL - VERTICAL,991,927,182,181,0,2
Avg - Gain | VERTICAL - HORIZONTAL,980,956,181,180,0,2
Gain - Avg | HORIZONTAL - VERTICAL,866,887,158,157,0,1
Gain - Avg | VERTICAL - HORIZONTAL,795,809,136,135,1,0
Avg - Max | HORIZONTAL - VERTICAL,998,984,183,182,0,0
Avg - Max | VERTICAL - HORIZONTAL,919,909,154,153,0,1
Max - Avg | HORIZONTAL - VERTICAL,1004,1000,190,189,0,1
Max - Avg | VERTICAL - HORIZONTAL,988,986,182,181,0,1
Max - Gain | HORIZONTAL - VERTICAL,1018,1000,194,193,0,1
Max - Gain | VERTICAL - HORIZONTAL,1041,1007,200,199,0,2
Gain - Max | HORIZONTAL - VERTICAL,991,1005,189,188,1,0
Gain - Max | VERTICAL - HORIZONTAL,831,812,141,140,0,0
Avg - Gain | HORIZONTAL - VERTICAL,1037,980,195,194,0,0
Avg - Gain | VERTICAL - HORIZONTAL,1043,993,198,197,1,1
Gain - Avg | HORIZONTAL - VERTICAL,964,1002,190,189,1,0
Gain - Avg | VERTICAL - HORIZONTAL,874,902,166,165,1,0
Avg - Max | HORIZONTAL - VERTICAL,1014,1006,191,190,1,1
Avg - Max | VERTICAL - HORIZONTAL,983,959,175,174,0,0
Max - Avg | HORIZONTAL - VERTICAL,1001,1016,192,191,0,0
Max - Avg | VERTICAL - HORIZONTAL,1018,1019,197,196,0,0
Max - Gain | HORIZONTAL - VERTICAL,972,954,185,184,0,1
Max - Gain | VERTICAL - HORIZONTAL,968,968,184,183,0,1
Gain - Max | HORIZONTAL - VERTICAL,1003,1003,200,199,0,0
Gain - Max | VERTICAL - HORIZONTAL,650,628,101,100,0,0
Avg - Gain | HORIZONTAL - VERTICAL,920,906,172,171,1,0
Avg - Gain | VERTICAL - HORIZONTAL,993,947,190,189,0,2
Gain - Avg | HORIZONTAL - VERTICAL,991,1015,200,199,2,1
Gain - Avg | VERTICAL - HORIZONTAL,671,662,108,107,0,0
Avg - Max | HORIZONTAL - VERTICAL,1002,990,195,194,0,0
Avg - Max | VERTICAL - HORIZONTAL,1012,994,200,199,1,0
Max - Avg | HORIZONTAL - VERTICAL,997,1009,200,199,0,0
Max - Avg | VERTICAL - HORIZONTAL,981,989,191,190,0,1
Max - Gain | HORIZONTAL - VERTICAL,1007,983,200,199,0,1
Max - Gain | VERTICAL - HORIZONTAL,989,1001,200,199,0,1
Gain - Max | HORIZONTAL - VERTICAL,841,829,154,153,1,0
Gain - Max | VERTICAL - HORIZONTAL,998,992,200,199,1,0
Avg - Gain | HORIZONTAL - VERTICAL,978,940,188,187,0,2
Avg - Gain | VERTICAL - HORIZONTAL,951,921,181,180,0,2
Gain - Avg | HORIZONTAL - VERTICAL,975,1006,198,197,2,0
Gain - Avg | VERTICAL - HORIZONTAL,953,968,189,188,1,1
Avg - Max | HORIZONTAL - VERTICAL,979,965,187,186,1,0
Avg - Max | VERTICAL - HORIZONTAL,978,967,188,187,0,2
Max - Avg | HORIZONTAL - VERTICAL,999,991,200,199,0,0
Max - Avg | VERTICAL - HORIZONTAL,988,1002,200,199,0,1
Max - Gain | HORIZONTAL - VERTICAL,1033,1025,194,193,1,0
Max - Gain | VERTICAL - HORIZONTAL,1065,1025,200,199,0,1
Gain - Max | HORIZONTAL - VERTICAL,914,911,154,153,1,0
Gain - Max | VERTICAL - HORIZONTAL,1017,1018,187,186,1,0
Avg - Gain | HORIZONTAL - VERTICAL,1066,1011,198,197,1,1
Avg - Gain | VERTICAL - HORIZONTAL,1074,1016,200,199,0,1
Gain - Avg | HORIZONTAL - VERTICAL,1026,1064,200,199,1,1
Gain - Avg | VERTICAL - HORIZONTAL,995,1048,193,192,1,1
Avg - Max | HORIZONTAL - VERTICAL,1040,1036,196,195,0,0
Avg - Max | VERTICAL - HORIZONTAL,1014,1011,181,180,0,1
Max - Avg | HORIZONTAL - VERTICAL,1034,1045,196,195,2,0
Max - Avg | VERTICAL - HORIZONTAL,1004,1011,180,179,0,0
Max - Gain | HORIZONTAL - VERTICAL,988,976,200,199,1,1
Max - Gain | VERTICAL - HORIZONTAL,990,964,197,196,0,2
Gain - Max | HORIZONTAL - VERTICAL,981,983,200,199,1,0
Gain - Max | VERTICAL - HORIZONTAL,984,980,200,199,0,1
Avg - Gain | HORIZONTAL - VERTICAL,1000,964,200,199,0,3
Avg - Gain | VERTICAL - HORIZONTAL,837,806,153,152,0,1
Gain - Avg | HORIZONTAL - VERTICAL,810,822,153,152,1,0
Gain - Avg | VERTICAL - HORIZONTAL,631,641,107,106,0,2
Avg - Max | HORIZONTAL - VERTICAL,955,943,182,181,0,0
Avg - Max | VERTICAL - HORIZONTAL,947,935,179,178,0,1
Max - Avg | HORIZONTAL - VERTICAL,985,979,200,199,1,0
Max - Avg | VERTICAL - HORIZONTAL,975,989,200,199,0,1
Max - Gain | HORIZONTAL - VERTICAL,1006,993,192,191,0,1
Max - Gain | VERTICAL - HORIZONTAL,1032,1012,200,199,0,1
Gain - Max | HORIZONTAL - VERTICAL,781,771,133,132,0,0
Gain - Max | VERTICAL - HORIZONTAL,884,873,158,157,1,0
Avg - Gain | HORIZONTAL - VERTICAL,1010,972,192,191,1,1
Avg - Gain | VERTICAL - HORIZONTAL,1014,960,190,189,0,2
Gain - Avg | HORIZONTAL - VERTICAL,756,751,129,128,1,0
Gain - Avg | VERTICAL - HORIZONTAL,944,966,183,182,1,2
Avg - Max | HORIZONTAL - VERTICAL,974,969,175,174,2,0
Avg - Max | VERTICAL - HORIZONTAL,992,975,180,179,0,0
Max - Avg | HORIZONTAL - VERTICAL,1012,1023,198,197,0,0
Max - Avg | VERTICAL - HORIZONTAL,1006,1011,195,194,0,0
Max - Gain | HORIZONTAL - VERTICAL,989,971,188,187,1,0
Max - Gain | VERTICAL - HORIZONTAL,984,988,191,190,0,3
Gain - Max | HORIZONTAL - VERTICAL,1015,996,198,197,1,0
Gain - Max | VERTICAL - HORIZONTAL,928,923,172,171,1,0
Avg - Gain | HORIZONTAL - VERTICAL,1031,988,200,199,1,1
Avg - Gain | VERTICAL - HORIZONTAL,838,826,154,153,0,1
Gain - Avg | HORIZONTAL - VERTICAL,831,839,148,147,0,1
Gain - Avg | VERTICAL - HORIZONTAL,957,982,191,190,2,0
Avg - Max | HORIZONTAL - VERTICAL,1024,995,200,199,1,0
Avg - Max | VERTICAL - HORIZONTAL,940,932,165,164,1,1
Max - Avg | HORIZONTAL - VERTICAL,992,981,188,187,0,1
Max - Avg | VERTICAL - HORIZONTAL,1000,1008,197,196,0,0
Max - Gain | HORIZONTAL - VERTICAL,992,962,200,199,1,0
Max - Gain | VERTICAL - HORIZONTAL,994,960,200,199,0,2
Gain - Max | HORIZONTAL - VERTICAL,935,931,184,183,2,0
Gain - Max | VERTICAL - HORIZONTAL,941,939,187,186,0,0
Avg - Gain | HORIZONTAL - VERTICAL,1004,950,200,199,0,1
Avg - Gain | VERTICAL - HORIZONTAL,998,948,198,197,1,1
Gain - Avg | HORIZONTAL - VERTICAL,944,968,193,192,1,0
Gain - Avg | VERTICAL - HORIZONTAL,967,977,198,197,0,2
Avg - Max | HORIZONTAL - VERTICAL,979,971,198,197,0,0
Avg - Max | VERTICAL - HORIZONTAL,977,950,192,191,0,0
Max - Avg | HORIZONTAL - VERTICAL,964,969,193,192,1,0
Max - Avg | VERTICAL - HORIZONTAL,974,967,195,194,0,0
Max - Gain | HORIZONTAL - VERTICAL,1028,1024,193,192,0,0
Max - Gain | VERTICAL - HORIZONTAL,1045,1043,200,199,0,1
Gain - Max | HORIZONTAL - VERTICAL,1034,1021,192,191,0,0
Gain - Max | VERTICAL - HORIZONTAL,1038,1050,200,199,2,1
Avg - Gain | HORIZONTAL - VERTICAL,1020,988,189,188,0,2
Avg - Gain | VERTICAL - HORIZONTAL,1048,1025,197,196,0,3
Gain - Avg | HORIZONTAL - VERTICAL,986,1003,185,184,2,0
Gain - Avg | VERTICAL - HORIZONTAL,1003,1037,195,194,0,0
Avg - Max | HORIZONTAL - VERTICAL,1044,1032,198,197,0,0
Avg - Max | VERTICAL - HORIZONTAL,1049,1039,200,199,0,1
Max - Avg | HORIZONTAL - VERTICAL,1027,1033,193,192,0,0
Max - Avg | VERTICAL - HORIZONTAL,1036,1042,198,197,0,0
Max - Gain | HORIZONTAL - VERTICAL,976,979,195,194,1,1
Max - Gain | VERTICAL - HORIZONTAL,1002,977,200,199,0,1
Gain - Max | HORIZONTAL - VERTICAL,840,829,150,149,1,0
Gain - Max | VERTICAL - HORIZONTAL,821,808,143,142,1,1
Avg - Gain | HORIZONTAL - VERTICAL,902,876,175,174,0,2
Avg - Gain | VERTICAL - HORIZONTAL,989,968,198,197,0,0
Gain - Avg | HORIZONTAL - VERTICAL,665,668,113,112,1,0
Gain - Avg | VERTICAL - HORIZONTAL,667,663,116,115,0,0
Avg - Max | HORIZONTAL - VERTICAL,975,965,189,188,1,0
Avg - Max | VERTICAL - HORIZONTAL,996,974,197,196,0,0
Max - Avg | HORIZONTAL - VERTICAL,956,969,184,183,0,0
Max - Avg | VERTICAL - HORIZONTAL,950,959,179,178,0,1
Max - Gain | HORIZONTAL - VERTICAL,975,963,200,199,0,0
Max - Gain | VERTICAL - HORIZONTAL,974,950,197,196,0,0
Gain - Max | HORIZONTAL - VERTICAL,957,969,198,197,1,0
Gain - Max | VERTICAL - HORIZONTAL,922,921,179,178,0,2
Avg - Gain | HORIZONTAL - VERTICAL,889,846,169,168,0,1
Avg - Gain | VERTICAL - HORIZONTAL,958,897,188,187,1,0
Gain - Avg | HORIZONTAL - VERTICAL,933,969,195,194,1,0
Gain - Avg | VERTICAL - HORIZONTAL,963,975,200,199,2,0
Avg - Max | HORIZONTAL - VERTICAL,947,938,182,181,1,0
Avg - Max | VERTICAL - HORIZONTAL,972,947,195,194,0,0
Max - Avg | HORIZONTAL - VERTICAL,969,969,200,199,0,1
Max - Avg | VERTICAL - HORIZONTAL,955,966,193,192,0,2
Max - Gain | HORIZONTAL - VERTICAL,992,987,200,199,0,1
Max - Gain | VERTICAL - HORIZONTAL,986,971,194,193,0,2
Gain - Max | HORIZONTAL - VERTICAL,577,566,90,89,1,0
Gain - Max | VERTICAL - HORIZONTAL,746,732,120,119,0,0
Avg - Gain | HORIZONTAL - VERTICAL,921,882,173,172,1,1
Avg - Gain | VERTICAL - HORIZONTAL,912,885,173,172,0,0
Gain - Avg | HORIZONTAL - VERTICAL,650,660,108,107,0,1
Gain - Avg | VERTICAL - HORIZONTAL,889,909,172,171,2,0
Avg - Max | HORIZONTAL - VERTICAL,987,986,197,196,2,0
Avg - Max | VERTICAL - HORIZONTAL,932,918,165,164,0,0
Max - Avg | HORIZONTAL - VERTICAL,989,990,200,199,0,0
Max - Avg | VERTICAL - HORIZONTAL,943,932,172,171,0,0
Max - Gain | HORIZONTAL - VERTICAL,989,980,200,199,0,2
Max - Gain | VERTICAL - HORIZONTAL,982,987,200,199,0,1
Gain - Max | HORIZONTAL - VERTICAL,894,906,173,172,1,0
Gain - Max | VERTICAL - HORIZONTAL,985,984,200,199,1,0
Avg - Gain | HORIZONTAL - VERTICAL,995,951,195,194,1,0
Avg - Gain | VERTICAL - HORIZONTAL,1008,961,200,199,0,2
Gain - Avg | HORIZONTAL - VERTICAL,950,986,195,194,3,0
Gain - Avg | VERTICAL - HORIZONTAL,957,987,196,195,1,0
Avg - Max | HORIZONTAL - VERTICAL,988,976,198,197,1,0
Avg - Max | VERTICAL - HORIZONTAL,981,970,194,193,0,1
Max - Avg | HORIZONTAL - VERTICAL,984,985,200,199,3,0
Max - Avg | VERTICAL - HORIZONTAL,979,980,197,196,0,1
Max - Gain | HORIZONTAL - VERTICAL,1034,1016,198,197,0,1
Max - Gain | VERTICAL - HORIZONTAL,991,964,182,181,0,2
Gain - Max | HORIZONTAL - VERTICAL,815,811,133,132,1,0
Gain - Max | VERTICAL - HORIZONTAL,861,845,146,145,1,0
Avg - Gain | HORIZONTAL - VERTICAL,1034,1008,198,197,0,0
Avg - Gain | VERTICAL - HORIZONTAL,1052,1006,200,199,1,2
Gain - Avg | HORIZONTAL - VERTICAL,524,521,79,78,1,0
Gain - Avg | VERTICAL - HORIZONTAL,956,983,183,182,0,2
Avg - Max | HORIZONTAL - VERTICAL,1024,1012,193,192,2,0
Avg - Max | VERTICAL - HORIZONTAL,936,916,155,154,0,0
Max - Avg | HORIZONTAL - VERTICAL,1018,1019,194,193,0,0
Max - Avg | VERTICAL - HORIZONTAL,1007,1013,188,187,0,0
Max - Gain | HORIZONTAL - VERTICAL,1041,1007,200,199,1,0
Max - Gain | VERTICAL - HORIZONTAL,1034,1014,200,199,0,1
Gain - Max | HORIZONTAL - VERTICAL,1010,1011,193,192,2,0
Gain - Max | VERTICAL - HORIZONTAL,995,1001,189,188,0,1
Avg - Gain | HORIZONTAL - VERTICAL,1042,1006,200,199,2,1
Avg - Gain | VERTICAL - HORIZONTAL,1003,971,189,188,0,2
Gain - Avg | HORIZONTAL - VERTICAL,815,831,143,142,0,0
Gain - Avg | VERTICAL - HORIZONTAL,752,745,130,129,1,1
Avg - Max | HORIZONTAL - VERTICAL,1027,1009,197,196,1,1
Avg - Max | VERTICAL - HORIZONTAL,1031,1017,200,199,0,1
Max - Avg | HORIZONTAL - VERTICAL,1017,1023,197,196,0,1
Max - Avg | VERTICAL - HORIZONTAL,1028,1020,200,199,0,0
Max - Gain | HORIZONTAL - VERTICAL,978,951,200,199,1,1
Max - Gain | VERTICAL - HORIZONTAL,952,954,193,192,0,2
Gain - Max | HORIZONTAL - VERTICAL,938,955,193,192,2,0
Gain - Max | VERTICAL - HORIZONTAL,825,801,147,146,2,0
Avg - Gain | HORIZONTAL - VERTICAL,994,935,200,199,1,1
Avg - Gain | VERTICAL - HORIZONTAL,991,938,200,199,0,2
Gain - Avg | HORIZONTAL - VERTICAL,731,737,135,134,1,0
Gain - Avg | VERTICAL - HORIZONTAL,933,938,191,190,0,0
Avg - Max | HORIZONTAL - VERTICAL,966,963,200,199,1,0
Avg - Max | VERTICAL - HORIZONTAL,929,910,173,172,1,0
Max - Avg | HORIZONTAL - VERTICAL,970,959,200,199,0,1
Max - Avg | VERTICAL - HORIZONTAL,947,947,188,187,0,0
Max - Gain | HORIZONTAL - VERTICAL,987,966,187,186,0,0
Max - Gain | VERTICAL - HORIZONTAL,1013,994,200,199,0,2
Gain - Max | HORIZONTAL - VERTICAL,1006,1001,200,199,0,1
Gain - Max | VERTICAL - HORIZONTAL,898,889,166,165,0,1
Avg - Gain | HORIZONTAL - VERTICAL,1030,977,200,199,0,2
Avg - Gain | VERTICAL - HORIZONTAL,923,891,171,170,0,2
Gain - Avg | HORIZONTAL - VERTICAL,989,1018,200,199,2,1
Gain - Avg | VERTICAL - HORIZONTAL,721,731,125,124,1,0
Avg - Max | HORIZONTAL - VERTICAL,944,942,168,167,1,0
Avg - Max | VERTICAL - HORIZONTAL,991,967,186,185,0,0
Max - Avg | HORIZONTAL - VERTICAL,925,936,163,162,0,0
Max - Avg | VERTICAL - HORIZONTAL,1001,1006,200,199,0,2
Max - Gain | HORIZONTAL - VERTICAL,1005,1001,200,199,1,2
Max - Gain | VERTICAL - HORIZONTAL,991,985,193,192,0,2
Gain - Max | HORIZONTAL - VERTICAL,801,779,134,133,0,0
Gain - Max | VERTICAL - HORIZONTAL,887,863,158,157,1,0
Avg - Gain | HORIZONTAL - VERTICAL,1010,955,193,192,0,2
Avg - Gain | VERTICAL - HORIZONTAL,983,949,189,188,0,1
Gain - Avg | HORIZONTAL - VERTICAL,721,734,122,121,1,1
Gain - Avg | VERTICAL - HORIZONTAL,970,995,193,192,1,1
Avg - Max | HORIZONTAL - VERTICAL,1003,988,195,194,1,0
Avg - Max | VERTICAL - HORIZONTAL,939,927,164,163,0,1
Max - Avg | HORIZONTAL - VERTICAL,944,942,170,169,0,2
Max - Avg | VERTICAL - HORIZONTAL,943,959,177,176,0,0
Max - Gain | HORIZONTAL - VERTICAL,1008,987,194,193,0,0
Max - Gain | VERTICAL - HORIZONTAL,960,964,179,178,1,0
Gain - Max | HORIZONTAL - VERTICAL,982,977,186,185,0,0
Gain - Max | VERTICAL - HORIZONTAL,1000,1017,200,199,0,0
Avg - Gain | HORIZONTAL - VERTICAL,978,955,187,186,0,1
Avg - Gain | VERTICAL - HORIZONTAL,985,935,186,185,0,2
Gain - Avg | HORIZONTAL - VERTICAL,992,1025,200,199,3,0
Gain - Avg | VERTICAL - HORIZONTAL,995,1022,200,199,0,1
Avg - Max | HORIZONTAL - VERTICAL,925,920,159,158,2,0
Avg - Max | VERTICAL - HORIZONTAL,967,970,176,175,1,0
Max - Avg | HORIZONTAL - VERTICAL,993,1008,194,193,0,0
Max - Avg | VERTICAL - HORIZONTAL,989,994,191,190,0,1
Max - Gain | HORIZONTAL - VERTICAL,1011,997,194,193,1,1
Max - Gain | VERTICAL - HORIZONTAL,1009,997,196,195,0,1
Gain - Max | HORIZONTAL - VERTICAL,975,986,189,188,1,0
Gain - Max | VERTICAL - HORIZONTAL,940,966,178,177,1,0
Avg - Gain | HORIZONTAL - VERTICAL,1021,976,196,195,1,1
Avg - Gain | VERTICAL - HORIZONTAL,1017,972,194,193,0,0
Gain - Avg | HORIZONTAL - VERTICAL,988,1041,200,199,3,0
Gain - Avg | VERTICAL - HORIZONTAL,914,936,173,172,1,0
Avg - Max | HORIZONTAL - VERTICAL,1022,1007,200,199,2,0
Avg - Max | VERTICAL - HORIZONTAL,1021,1008,200,199,0,1
Max - Avg | HORIZONTAL - VERTICAL,1008,1012,197,196,1,0
