name,score1,score2,moves1,moves2,time1,time2
Max - Avg | HORIZONTAL - VERTICAL,1002,1005,200,199,1,0
Max - Avg | VERTICAL - HORIZONTAL,998,1002,197,196,0,1
Max - Gain | HORIZONTAL - VERTICAL,1002,1004,200,199,1,2
Max - Gain | VERTICAL - HORIZONTAL,1009,986,197,196,0,1
Gain - Max | HORIZONTAL - VERTICAL,954,952,178,177,2,0
Gain - Max | VERTICAL - HORIZONTAL,876,865,157,156,1,0
Avg - Gain | HORIZONTAL - VERTICAL,957,942,183,182,1,0
Avg - Gain | VERTICAL - HORIZONTAL,990,949,190,189,0,1
Gain - Avg | HORIZONTAL - VERTICAL,735,739,123,122,0,0
Gain - Avg | VERTICAL - HORIZONTAL,979,1002,196,195,1,1
Avg - Max | HORIZONTAL - VERTICAL,1009,997,200,199,2,0
Avg - Max | VERTICAL - HORIZONTAL,966,958,177,176,0,0
Max - Avg | HORIZONTAL - VERTICAL,982,999,192,191,0,0
Max - Avg | VERTICAL - HORIZONTAL,1001,1005,200,199,0,1
Max - Gain | HORIZONTAL - VERTICAL,1002,996,200,199,0,2
Max - Gain | VERTICAL - HORIZONTAL,990,984,193,192,0,0
Gain - Max | HORIZONTAL - VERTICAL,823,812,145,144,0,0
Gain - Max | VERTICAL - HORIZONTAL,916,914,169,168,0,1
Avg - Gain | HORIZONTAL - VERTICAL,958,912,183,182,1,1
Avg - Gain | VERTICAL - HORIZONTAL,963,933,184,183,0,1
Gain - Avg | HORIZONTAL - VERTICAL,630,648,107,106,1,0
Gain - Avg | VERTICAL - HORIZONTAL,977,988,194,193,1,1
Avg - Max | HORIZONTAL - VERTICAL,994,971,189,188,0,0
Avg - Max | VERTICAL - HORIZONTAL,1011,987,200,199,0,0
Max - Avg | HORIZONTAL - VERTICAL,989,1009,200,199,0,0
Max - Avg | VERTICAL - HORIZONTAL,983,994,194,193,0,1
Max - Gain | HORIZONTAL - VERTICAL,998,991,196,195,2,1
Max - Gain | VERTICAL - HORIZONTAL,999,982,193,192,0,0
Gain - Max | HORIZONTAL - VERTICAL,936,930,174,173,0,0
Gain - Max | VERTICAL - HORIZONTAL,856,840,153,152,1,0
Avg - Gain | HORIZONTAL - VERTICAL,949,927,180,179,1,1
Avg - Gain | VERTICAL - HORIZONTAL,915,859,167,166,0,1
Gain - Avg | HORIZONTAL - VERTICAL,707,726,124,123,1,0
Gain - Avg | VERTICAL - HORIZONTAL,719,726,120,119,0,2
Avg - Max | HORIZONTAL - VERTICAL,988,972,186,185,0,0
Avg - Max | VERTICAL - HORIZONTAL,968,955,177,176,0,0
Max - Avg | HORIZONTAL - VERTICAL,987,984,191,190,0,0
Max - Avg | VERTICAL - HORIZONTAL,957,961,174,173,0,0
Max - Gain | HORIZONTAL - VERTICAL,985,966,200,199,2,1
Max - Gain | VERTICAL - HORIZONTAL,979,972,200,199,0,2
Gain - Max | HORIZONTAL - VERTICAL,764,751,138,137,1,0
Gain - Max | VERTICAL - HORIZONTAL,973,978,200,199,1,1
Avg - Gain | HORIZONTAL - VERTICAL,892,859,172,171,1,0
Avg - Gain | VERTICAL - HORIZONTAL,999,952,200,199,0,1
Gain - Avg | HORIZONTAL - VERTICAL,801,825,155,154,1,0
Gain - Avg | VERTICAL - HORIZONTAL,903,933,182,181,1,1
Avg - Max | HORIZONTAL - VERTICAL,960,944,187,186,1,0
Avg - Max | VERTICAL - HORIZONTAL,985,966,200,199,0,1
Max - Avg | HORIZONTAL - VERTICAL,941,950,182,181,0,1
Max - Avg | VERTICAL - HORIZONTAL,969,982,200,199,0,1
Max - Gain | HORIZONTAL - VERTICAL,937,914,177,176,0,1
Max - Gain | VERTICAL - HORIZONTAL,992,966,196,195,0,1
Gain - Max | HORIZONTAL - VERTICAL,982,996,200,199,1,0
Gain - Max | VERTICAL - HORIZONTAL,990,988,200,199,1,1
Avg - Gain | HORIZONTAL - VERTICAL,978,953,189,188,1,1
Avg - Gain | VERTICAL - HORIZONTAL,982,936,191,190,0,2
Gain - Avg | HORIZONTAL - VERTICAL,939,977,191,190,1,0
Gain - Avg | VERTICAL - HORIZONTAL,936,960,189,188,1,0
Avg - Max | HORIZONTAL - VERTICAL,889,874,153,152,0,0
Avg - Max | VERTICAL - HORIZONTAL,909,895,161,160,0,1
Max - Avg | HORIZONTAL - VERTICAL,985,993,200,199,0,1
Max - Avg | VERTICAL - HORIZONTAL,991,987,200,199,0,1
Max - Gain | HORIZONTAL - VERTICAL,935,920,180,179,1,0
Max - Gain | VERTICAL - HORIZONTAL,959,938,186,185,0,0
Gain - Max | HORIZONTAL - VERTICAL,905,889,167,166,0,1
Gain - Max | VERTICAL - HORIZONTAL,962,999,200,199,2,0
Avg - Gain | HORIZONTAL - VERTICAL,990,948,196,195,1,1
Avg - Gain | VERTICAL - HORIZONTAL,962,907,184,183,0,1
Gain - Avg | HORIZONTAL - VERTICAL,894,924,180,179,2,0
Gain - Avg | VERTICAL - HORIZONTAL,958,997,198,197,1,0
Avg - Max | HORIZONTAL - VERTICAL,984,968,198,197,0,0
Avg - Max | VERTICAL - HORIZONTAL,969,961,188,187,0,0
Max - Avg | HORIZONTAL - VERTICAL,972,989,200,199,1,0
Max - Avg | VERTICAL - HORIZONTAL,980,981,200,199,0,1
Max - Gain | HORIZONTAL - VERTICAL,999,986,191,190,0,0
Max - Gain | VERTICAL - HORIZONTAL,992,992,193,192,0,0
Gain - Max | HORIZONTAL - VERTICAL,871,852,154,153,0,0
Gain - Max | VERTICAL - HORIZONTAL,918,907,169,168,0,1
Avg - Gain | HORIZONTAL - VERTICAL,989,959,191,190,1,1
Avg - Gain | VERTICAL - HORIZONTAL,993,950,185,184,0,2
Gain - Avg | HORIZONTAL - VERTICAL,679,685,114,113,0,0
Gain - Avg | VERTICAL - HORIZONTAL,900,909,173,172,0,2
Avg - Max | HORIZONTAL - VERTICAL,1013,1004,197,196,2,0
Avg - Max | VERTICAL - HORIZONTAL,1021,996,197,196,0,1
Max - Avg | HORIZONTAL - VERTICAL,996,1004,192,191,0,0
Max - Avg | VERTICAL - HORIZONTAL,1013,1014,200,199,0,1
Max - Gain | HORIZONTAL - VERTICAL,1023,1006,196,195,0,2
Max - Gain | VERTICAL - HORIZONTAL,1004,993,188,187,0,1
Gain - Max | HORIZONTAL - VERTICAL,1004,1014,192,191,2,0
Gain - Max | VERTICAL - HORIZONTAL,863,860,151,150,1,0
Avg - Gain | HORIZONTAL - VERTICAL,1019,972,191,190,0,1
Avg - Gain | VERTICAL - HORIZONTAL,1020,992,196,195,0,2
Gain - Avg | HORIZONTAL - VERTICAL,748,764,128,127,0,0
Gain - Avg | VERTICAL - HORIZONTAL,1006,1031,198,197,0,0
Avg - Max | HORIZONTAL - VERTICAL,1032,1013,200,199,1,0
Avg - Max | VERTICAL - HORIZONTAL,1023,1014,198,197,0,0
Max - Avg | HORIZONTAL - VERTICAL,1014,1010,194,193,0,1
Max - Avg | VERTICAL - HORIZONTAL,992,997,183,182,0,0
Max - Gain | HORIZONTAL - VERTICAL,1024,997,200,199,2,1
Max - Gain | VERTICAL - HORIZONTAL,1020,1001,200,199,0,2
Gain - Max | HORIZONTAL - VERTICAL,916,906,168,167,0,0
Gain - Max | VERTICAL - HORIZONTAL,987,1004,194,193,0,2
Avg - Gain | HORIZONTAL - VERTICAL,1017,966,195,194,0,2
Avg - Gain | VERTICAL - HORIZONTAL,1007,981,194,193,0,2
Gain - Avg | HORIZONTAL - VERTICAL,892,905,168,167,0,0
Gain - Avg | VERTICAL - HORIZONTAL,1001,1020,200,199,2,0
Avg - Max | HORIZONTAL - VERTICAL,1001,985,190,189,1,0
Avg - Max | VERTICAL - HORIZONTAL,1005,988,194,193,0,0
Max - Avg | HORIZONTAL - VERTICAL,1010,1011,200,199,1,0
Max - Avg | VERTICAL - HORIZONTAL,1002,1010,198,197,0,0
Max - Gain | HORIZONTAL - VERTICAL,968,958,193,192,1,0
Max - Gain | VERTICAL - HORIZONTAL,982,977,200,199,0,1
Gain - Max | HORIZONTAL - VERTICAL,983,976,200,199,1,0
Gain - Max | VERTICAL - HORIZONTAL,916,910,174,173,0,0
Avg - Gain | HORIZONTAL - VERTICAL,970,942,191,190,3,0
Avg - Gain | VERTICAL - HORIZONTAL,962,938,190,189,0,1
Gain - Avg | HORIZONTAL - VERTICAL,968,991,200,199,1,0
Gain - Avg | VERTICAL - HORIZONTAL,699,710,124,123,0,0
Avg - Max | HORIZONTAL - VERTICAL,989,970,200,199,1,0
Avg - Max | VERTICAL - HORIZONTAL,988,971,200,199,1,0
Max - Avg | HORIZONTAL - VERTICAL,977,982,200,199,0,1
Max - Avg | VERTICAL - HORIZONTAL,980,979,200,199,0,1
Max - Gain | HORIZONTAL - VERTICAL,941,922,198,197,0,3
Max - Gain | VERTICAL - HORIZONTAL,909,877,184,183,0,2
Gain - Max | HORIZONTAL - VERTICAL,917,927,194,193,0,0
Gain - Max | VERTICAL - HORIZONTAL,893,880,178,177,1,0
Avg - Gain | HORIZONTAL - VERTICAL,843,809,163,162,0,0
Avg - Gain | VERTICAL - HORIZONTAL,936,883,190,189,1,1
Gain - Avg | HORIZONTAL - VERTICAL,666,678,124,123,0,0
Gain - Avg | VERTICAL - HORIZONTAL,862,897,180,179,0,1
Avg - Max | HORIZONTAL - VERTICAL,935,913,192,191,0,0
Avg - Max | VERTICAL - HORIZONTAL,857,839,154,153,0,0
Max - Avg | HORIZONTAL - VERTICAL,926,943,200,199,1,1
Max - Avg | VERTICAL - HORIZONTAL,915,917,188,187,0,1
Max - Gain | HORIZONTAL - VERTICAL,1008,997,200,199,0,2
Max - Gain | VERTICAL - HORIZONTAL,1012,993,200,199,0,2
Gain - Max | HORIZONTAL - VERTICAL,988,1001,196,195,1,0
Gain - Max | VERTICAL - HORIZONTAL,848,838,152,151,1,1
Avg - Gain | HORIZONTAL - VERTICAL,929,904,176,175,1,1
Avg - Gain | VERTICAL - HORIZONTAL,939,900,175,174,0,0
Gain - Avg | HORIZONTAL - VERTICAL,987,1018,200,199,2,0
Gain - Avg | VERTICAL - HORIZONTAL,958,1006,193,192,2,0
Avg - Max | HORIZONTAL - VERTICAL,970,954,178,177,0,0
Avg - Max | VERTICAL - HORIZONTAL,919,914,159,158,1,0
Max - Avg | HORIZONTAL - VERTICAL,1001,1004,200,199,0,0
Max - Avg | VERTICAL - HORIZONTAL,1000,1005,200,199,0,2
Max - Gain | HORIZONTAL - VERTICAL,1028,1023,194,193,2,0
Max - Gain | VERTICAL - HORIZONTAL,1051,1017,198,197,0,2
Gain - Max | HORIZONTAL - VERTICAL,1026,1030,196,195,1,0
Gain - Max | VERTICAL - HORIZONTAL,693,680,109,108,1,0
Avg - Gain | HORIZONTAL - VERTICAL,1005,971,186,185,1,1
Avg - Gain | VERTICAL - HORIZONTAL,907,891,162,161,1,0
Gain - Avg | HORIZONTAL - VERTICAL,998,1041,196,195,1,1
Gain - Avg | VERTICAL - HORIZONTAL,505,501,73,72,1,0
Avg - Max | HORIZONTAL - VERTICAL,1041,1032,200,199,0,0
Avg - Max | VERTICAL - HORIZONTAL,1049,1024,200,199,0,1
Max - Avg | HORIZONTAL - VERTICAL,1030,1043,200,199,1,0
Max - Avg | VERTICAL - HORIZONTAL,1017,1030,192,191,0,2
Max - Gain | HORIZONTAL - VERTICAL,996,982,197,196,0,2
Max - Gain | VERTICAL - HORIZONTAL,972,977,192,191,0,1
Gain - Max | HORIZONTAL - VERTICAL,802,784,142,141,2,0
Gain - Max | VERTICAL - HORIZONTAL,644,633,107,106,0,1
Avg - Gain | HORIZONTAL - VERTICAL,921,880,175,174,0,0
Avg - Gain | VERTICAL - HORIZONTAL,879,862,167,166,0,0
Gain - Avg | HORIZONTAL - VERTICAL,955,992,196,195,1,0
Gain - Avg | VERTICAL - HORIZONTAL,960,1003,196,195,0,0
Avg - Max | HORIZONTAL - VERTICAL,994,974,193,192,0,1
Avg - Max | VERTICAL - HORIZONTAL,934,932,167,166,0,0
Max - Avg | HORIZONTAL - VERTICAL,988,991,198,197,0,0
Max - Avg | VERTICAL - HORIZONTAL,982,1000,198,197,0,2
Max - Gain | HORIZONTAL - VERTICAL,1003,981,195,194,1,0
Max - Gain | VERTICAL - HORIZONTAL,1017,987,200,199,0,2
Gain - Max | HORIZONTAL - VERTICAL,936,928,177,176,2,0
Gain - Max | VERTICAL - HORIZONTAL,995,1009,200,199,0,1
Avg - Gain | HORIZONTAL - VERTICAL,942,926,178,177,1,1
Avg - Gain | VERTICAL - HORIZONTAL,946,907,175,174,1,2
Gain - Avg | HORIZONTAL - VERTICAL,836,855,155,154,1,1
Gain - Avg | VERTICAL - HORIZONTAL,991,1013,200,199,2,0
Avg - Max | HORIZONTAL - VERTICAL,1012,992,200,199,1,0
Avg - Max | VERTICAL - HORIZONTAL,977,963,182,181,1,0
Max - Avg | HORIZONTAL - VERTICAL,998,1006,200,199,0,0
Max - Avg | VERTICAL - HORIZONTAL,982,981,188,187,0,1
Max - Gain | HORIZONTAL - VERTICAL,986,968,193,192,1,0
Max - Gain | VERTICAL - HORIZONTAL,916,937,177,176,0,2
Gain - Max | HORIZONTAL - VERTICAL,956,935,184,183,1,0
Gain - Max | VERTICAL - HORIZONTAL,887,893,173,172,0,1
Avg - Gain | HORIZONTAL - VERTICAL,983,950,191,190,1,0
Avg - Gain | VERTICAL - HORIZONTAL,905,892,172,171,0,3
Gain - Avg | HORIZONTAL - VERTICAL,967,1010,200,199,0,1
Gain - Avg | VERTICAL - HORIZONTAL,893,899,170,169,0,2
Avg - Max | HORIZONTAL - VERTICAL,950,932,172,171,0,0
Avg - Max | VERTICAL - HORIZONTAL,925,909,164,163,1,0
Max - Avg | HORIZONTAL - VERTICAL,974,973,190,189,0,0
Max - Avg | VERTICAL - HORIZONTAL,961,965,184,183,0,1
Max - Gain | HORIZONTAL - VERTICAL,969,955,200,199,1,1
Max - Gain | VERTICAL - HORIZONTAL,957,954,196,195,0,0
Gain - Max | HORIZONTAL - VERTICAL,702,681,123,122,2,0
Gain - Max | VERTICAL - HORIZONTAL,803,791,152,151,0,0
Avg - Gain | HORIZONTAL - VERTICAL,967,913,193,192,1,1
Avg - Gain | VERTICAL - HORIZONTAL,917,884,181,180,0,2
Gain - Avg | HORIZONTAL - VERTICAL,918,950,190,189,2,0
Gain - Avg | VERTICAL - HORIZONTAL,758,767,141,140,1,1
Avg - Max | HORIZONTAL - VERTICAL,967,943,194,193,1,0
Avg - Max | VERTICAL - HORIZONTAL,973,951,200,199,0,1
Max - Avg | HORIZONTAL - VERTICAL,949,951,192,191,1,0
Max - Avg | VERTICAL - HORIZONTAL,949,962,196,195,0,0
Max - Gain | HORIZONTAL - VERTICAL,1031,1020,200,199,0,1
Max - Gain | VERTICAL - HORIZONTAL,1013,996,191,190,0,2
Gain - Max | HORIZONTAL - VERTICAL,1022,1015,196,195,2,0
Gain - Max | VERTICAL - HORIZONTAL,1020,1021,198,197,1,1
Avg - Gain | HORIZONTAL - VERTICAL,945,918,174,173,1,0
Avg - Gain | VERTICAL - HORIZONTAL,988,956,185,184,0,2
Gain - Avg | HORIZONTAL - VERTICAL,853,862,153,152,2,0
Gain - Avg | VERTICAL - HORIZONTAL,1016,1035,200,199,0,1
Avg - Max | HORIZONTAL - VERTICAL,1012,1000,188,187,1,0
Avg - Max | VERTICAL - HORIZONTAL,968,960,169,168,0,1
Max - Avg | HORIZONTAL - VERTICAL,1016,1018,195,194,0,0
Max - Avg | VERTICAL - HORIZONTAL,1014,1012,194,193,0,1
Max - Gain | HORIZONTAL - VERTICAL,1001,983,200,199,0,0
Max - Gain | VERTICAL - HORIZONTAL,1001,977,198,197,0,1
Gain - Max | HORIZONTAL - VERTICAL,986,990,198,197,2,0
Gain - Max | VERTICAL - HORIZONTAL,967,965,187,186,2,0
Avg - Gain | HORIZONTAL - VERTICAL,938,917,178,177,1,1
Avg - Gain | VERTICAL - HORIZONTAL,945,910,181,180,0,1
Gain - Avg | HORIZONTAL - VERTICAL,932,955,184,183,0,0
Gain - Avg | VERTICAL - HORIZONTAL,959,1003,196,195,0,1
Avg - Max | HORIZONTAL - VERTICAL,963,953,178,177,1,0
Avg - Max | VERTICAL - HORIZONTAL,949,942,172,171,0,0
Max - Avg | HORIZONTAL - VERTICAL,993,985,198,197,0,1
Max - Avg | VERTICAL - HORIZONTAL,990,986,198,197,0,2
Max - Gain | HORIZONTAL - VERTICAL,986,961,193,192,0,0
Max - Gain | VERTICAL - HORIZONTAL,993,974,195,194,0,0
Gain - Max | HORIZONTAL - VERTICAL,989,994,200,199,1,0
Gain - Max | VERTICAL - HORIZONTAL,809,802,144,143,0,1
Avg - Gain | HORIZONTAL - VERTICAL,963,917,183,182,0,2
Avg - Gain | VERTICAL - HORIZONTAL,997,950,194,193,1,1
Gain - Avg | HORIZONTAL - VERTICAL,974,1009,200,199,1,0
Gain - Avg | VERTICAL - HORIZONTAL,900,928,174,173,1,1
Avg - Max | HORIZONTAL - VERTICAL,996,987,200,199,1,0
Avg - Max | VERTICAL - HORIZONTAL,978,959,187,186,1,1
Max - Avg | HORIZONTAL - VERTICAL,986,997,200,199,1,0
Max - Avg | VERTICAL - HORIZONTAL,966,960,185,184,0,1
Max - Gain | HORIZONTAL - VERTICAL,1002,981,200,199,1,0
Max - Gain | VERTICAL - HORIZONTAL,992,971,194,193,0,1
Gain - Max | HORIZONTAL - VERTICAL,849,859,159,158,0,0
Gain - Max | VERTICAL - HORIZONTAL,791,789,144,143,1,0
Avg - Gain | HORIZONTAL - VERTICAL,948,925,182,181,1,0
Avg - Gain | VERTICAL - HORIZONTAL,991,949,194,193,0,1
Gain - Avg | HORIZONTAL - VERTICAL,810,817,149,148,0,0
Gain - Avg | VERTICAL - HORIZONTAL,662,656,112,111,1,0
Avg - Max | HORIZONTAL - VERTICAL,955,943,176,175,2,0
Avg - Max | VERTICAL - HORIZONTAL,988,972,191,190,0,0
Max - Avg | HORIZONTAL - VERTICAL,957,971,183,182,1,0
Max - Avg | VERTICAL - HORIZONTAL,956,957,178,177,0,1
Max - Gain | HORIZONTAL - VERTICAL,1016,994,200,199,0,1
Max - Gain | VERTICAL - HORIZONTAL,946,948,177,176,0,1
Gain - Max | HORIZONTAL - VERTICAL,810,791,144,143,1,0
Gain - Max | VERTICAL - HORIZONTAL,927,921,170,169,1,0
Avg - Gain | HORIZONTAL - VERTICAL,1023,987,200,199,1,0
Avg - Gain | VERTICAL - HORIZONTAL,1026,973,198,197,1,0
Gain - Avg | HORIZONTAL - VERTICAL,696,713,119,118,1,0
Gain - Avg | VERTICAL - HORIZONTAL,701,698,119,118,0,1
Avg - Max | HORIZONTAL - VERTICAL,967,961,177,176,0,0
Avg - Max | VERTICAL - HORIZONTAL,997,968,187,186,1,1
Max - Avg | HORIZONTAL - VERTICAL,991,1005,195,194,0,1
Max - Avg | VERTICAL - HORIZONTAL,992,999,194,193,0,2
Max - Gain | HORIZONTAL - VERTICAL,1057,1023,197,196,1,0
Max - Gain | VERTICAL - HORIZONTAL,1042,1013,193,192,0,1
Gain - Max | HORIZONTAL - VERTICAL,1009,1028,190,189,2,0
Gain - Max | VERTICAL - HORIZONTAL,1035,1039,196,195,3,0
Avg - Gain | HORIZONTAL - VERTICAL,1043,976,189,188,1,0
Avg - Gain | VERTICAL - HORIZONTAL,1049,1006,196,195,0,2
Gain - Avg | HORIZONTAL - VERTICAL,1016,1028,193,192,2,0
Gain - Avg | VERTICAL - HORIZONTAL,1021,1072,200,199,0,1
Avg - Max | HORIZONTAL - VERTICAL,1056,1037,200,199,0,0
Avg - Max | VERTICAL - HORIZONTAL,1043,1040,196,195,0,0
Max - Avg | HORIZONTAL - VERTICAL,1043,1050,200,199,1,0
Max - Avg | VERTICAL - HORIZONTAL,1035,1049,198,197,0,1
Max - Gain | HORIZONTAL - VERTICAL,978,951,185,184,0,2
Max - Gain | VERTICAL - HORIZONTAL,1012,989,200,199,0,1
Gain - Max | HORIZONTAL - VERTICAL,850,828,140,139,1,0
Gain - Max | VERTICAL - HORIZONTAL,987,1009,198,197,0,1
Avg - Gain | HORIZONTAL - VERTICAL,938,918,176,175,0,1
Avg - Gain | VERTICAL - HORIZONTAL,1029,972,200,199,0,2
Gain - Avg | HORIZONTAL - VERTICAL,777,784,137,136,0,0
Gain - Avg | VERTICAL - HORIZONTAL,985,1016,200,199,0,1
Avg - Max | HORIZONTAL - VERTICAL,1014,987,200,199,2,0
Avg - Max | VERTICAL - HORIZONTAL,987,971,188,187,0,1
Max - Avg | HORIZONTAL - VERTICAL,997,1004,200,199,2,0
Max - Avg | VERTICAL - HORIZONTAL,992,1000,198,197,0,1
Max - Gain | HORIZONTAL - VERTICAL,1010,1003,195,194,1,2
Max - Gain | VERTICAL - HORIZONTAL,987,974,186,185,0,2
Gain - Max | HORIZONTAL - VERTICAL,975,962,180,179,1,0
Gain - Max | VERTICAL - HORIZONTAL,1015,1015,200,199,2,0
Avg - Gain | HORIZONTAL - VERTICAL,905,876,163,162,3,0
Avg - Gain | VERTICAL - HORIZONTAL,1025,1005,200,199,0,3
Gain - Avg | HORIZONTAL - VERTICAL,752,760,123,122,1,0
Gain - Avg | VERTICAL - HORIZONTAL,930,956,182,181,0,2
Avg - Max | HORIZONTAL - VERTICAL,1027,1003,200,199,1,0
Avg - Max | VERTICAL - HORIZONTAL,1020,1004,198,197,0,0
Max - Avg | HORIZONTAL - VERTICAL,1006,1015,197,196,1,0
Max - Avg | VERTICAL - HORIZONTAL,1010,1020,200,199,0,0
Max - Gain | HORIZONTAL - VERTICAL,922,921,192,191,1,2
Max - Gain | VERTICAL - HORIZONTAL,948,926,200,199,0,1
Gain - Max | HORIZONTAL - VERTICAL,468,458,70,69,1,0
Gain - Max | VERTICAL - HORIZONTAL,926,920,194,193,0,1
Avg - Gain | HORIZONTAL - VERTICAL,880,860,179,178,1,2
Avg - Gain | VERTICAL - HORIZONTAL,901,875,185,184,0,1
Gain - Avg | HORIZONTAL - VERTICAL,597,597,103,102,1,1
Gain - Avg | VERTICAL - HORIZONTAL,880,902,184,183,0,1
Avg - Max | HORIZONTAL - VERTICAL,854,847,154,153,0,0
Avg - Max | VERTICAL - HORIZONTAL,946,928,200,199,0,0
Max - Avg | HORIZONTAL - VERTICAL,921,944,197,196,0,0
Max - Avg | VERTICAL - HORIZONTAL,921,927,192,191,0,1
Max - Gain | HORIZONTAL - VERTICAL,902,898,168,167,0,1
Max - Gain | VERTICAL - HORIZONTAL,989,989,197,196,0,2
Gain - Max | HORIZONTAL - VERTICAL,777,767,135,134,1,0
Gain - Max | VERTICAL - HORIZONTAL,834,832,153,152,1,0
Avg - Gain | HORIZONTAL - VERTICAL,1009,957,196,195,1,0
Avg - Gain | VERTICAL - HORIZONTAL,998,959,196,195,0,2
Gain - Avg | HORIZONTAL - VERTICAL,745,739,137,136,1,1
Gain - Avg | VERTICAL - HORIZONTAL,797,811,145,144,0,1
Avg - Max | HORIZONTAL - VERTICAL,988,973,194,193,2,0
Avg - Max | VERTICAL - HORIZONTAL,1003,985,200,199,1,0
Max - Avg | HORIZONTAL - VERTICAL,913,918,162,161,1,0
Max - Avg | VERTICAL - HORIZONTAL,983,990,196,195,0,1
Max - Gain | HORIZONTAL - VERTICAL,987,963,196,195,0,0
Max - Gain | VERTICAL - HORIZONTAL,987,969,197,196,0,1
Gain - Max | HORIZONTAL - VERTICAL,751,751,133,132,1,0
Gain - Max | VERTICAL - HORIZONTAL,931,914,178,177,1,1
Avg - Gain | HORIZONTAL - VERTICAL,913,874,175,174,1,1
Avg - Gain | VERTICAL - HORIZONTAL,994,938,195,194,0,1
Gain - Avg | HORIZONTAL - VERTICAL,966,999,200,199,0,0
Gain - Avg | VERTICAL - HORIZONTAL,751,777,140,139,0,1
Avg - Max | HORIZONTAL - VERTICAL,969,962,190,189,0,0
Avg - Max | VERTICAL - HORIZONTAL,911,903,163,162,0,1
Max - Avg | HORIZONTAL - VERTICAL,920,920,167,166,1,0
Max - Avg | VERTICAL - HORIZONTAL,962,963,188,187,0,1
Max - Gain | HORIZONTAL - VERTICAL,1015,984,200,199,1,1
Max - Gain | VERTICAL - HORIZONTAL,997,975,193,192,0,0
Gain - Max | HORIZONTAL - VERTICAL,839,829,151,150,1,0
Gain - Max | VERTICAL - HORIZONTAL,972,988,191,190,0,0
Avg - Gain | HORIZONTAL - VERTICAL,983,948,189,188,2,0
Avg - Gain | VERTICAL - HORIZONTAL,925,892,175,174,0,1
Gain - Avg | HORIZONTAL - VERTICAL,956,1017,197,196,0,1
Gain - Avg | VERTICAL - HORIZONTAL,846,868,160,159,1,2
Avg - Max | HORIZONTAL - VERTICAL,977,960,185,184,1,0
Avg - Max | VERTICAL - HORIZONTAL,994,984,193,192,1,0
Max - Avg | HORIZONTAL - VERTICAL,986,1002,196,195,1,0
Max - Avg | VERTICAL - HORIZONTAL,940,944,173,172,0,1
Max - Gain | HORIZONTAL - VERTICAL,919,907,189,188,1,1
Max - Gain | VERTICAL - HORIZONTAL,911,902,183,182,0,0
Gain - Max | HORIZONTAL - VERTICAL,838,823,159,158,1,0
Gain - Max | VERTICAL - HORIZONTAL,890,879,179,178,0,1
Avg - Gain | HORIZONTAL - VERTICAL,887,878,180,179,0,2
Avg - Gain | VERTICAL - HORIZONTAL,964,914,200,199,0,2
Gain - Avg | HORIZONTAL - VERTICAL,780,796,152,151,0,1
Gain - Avg | VERTICAL - HORIZONTAL,799,819,156,155,0,1
Avg - Max | HORIZONTAL - VERTICAL,872,867,162,161,0,0
Avg - Max | VERTICAL - HORIZONTAL,916,909,183,182,0,1
Max - Avg | HORIZONTAL - VERTICAL,924,931,192,191,1,0
Max - Avg | VERTICAL - HORIZONTAL,898,909,179,178,0,1
Max - Gain | HORIZONTAL - VERTICAL,893,898,177,176,0,0
Max - Gain | VERTICAL - HORIZONTAL,929,927,190,189,0,1
Gain - Max | HORIZONTAL - VERTICAL,947,945,200,199,2,0
Gain - Max | VERTICAL - HORIZONTAL,860,848,167,166,1,0
Avg - Gain | HORIZONTAL - VERTICAL,895,853,180,179,0,1
Avg - Gain | VERTICAL - HORIZONTAL,865,861,173,172,0,2
Gain - Avg | HORIZONTAL - VERTICAL,931,961,200,199,1,0
Gain - Avg | VERTICAL - HORIZONTAL,453,461,70,69,0,1
Avg - Max | HORIZONTAL - VERTICAL,946,924,193,192,0,0
Avg - Max | VERTICAL - HORIZONTAL,930,914,188,187,1,0
Max - Avg | HORIZONTAL - VERTICAL,923,935,191,190,1,0
Max - Avg | VERTICAL - HORIZONTAL,902,915,177,176,0,1
Max - Gain | HORIZONTAL - VERTICAL,954,942,194,193,0,0
Max - Gain | VERTICAL - HORIZONTAL,940,946,193,192,0,2
Gain - Max | HORIZONTAL - VERTICAL,692,691,120,119,1,0
Gain - Max | VERTICAL - HORIZONTAL,688,698,121,120,0,0
Avg - Gain | HORIZONTAL - VERTICAL,974,926,198,197,1,1
Avg - Gain | VERTICAL - HORIZONTAL,858,829,162,161,0,2
Gain - Avg | HORIZONTAL - VERTICAL,644,644,111,110,1,0
Gain - Avg | VERTICAL - HORIZONTAL,819,828,161,160,0,1
Avg - Max | HORIZONTAL - VERTICAL,951,936,190,189,0,0
Avg - Max | VERTICAL - HORIZONTAL,941,934,187,186,0,0
Max - Avg | HORIZONTAL - VERTICAL,957,961,200,199,1,1
Max - Avg | VERTICAL - HORIZONTAL,944,947,191,190,0,0
Max - Gain | HORIZONTAL - VERTICAL,968,979,180,179,1,0
Max - Gain | VERTICAL - HORIZONTAL,1008,1000,192,191,0,1
Gain - Max | HORIZONTAL - VERTICAL,765,752,127,126,0,0
Gain - Max | VERTICAL - HORIZONTAL,733,711,119,118,0,1
Avg - Gain | HORIZONTAL - VERTICAL,976,927,180,179,1,1
